,@status,@severity,cwe->@id,results->result->description->#text,results->result->tool->@category,results->result->tool->@name,rule->@code,rule->@name,escalated_predicted,escalated_values_predicted,escalated_binary_predicted,risk_level
766,escalated,high,227,This type or method is decorated with [SuppressUnmanagedCodeSecurity] which reduce the number of security checks done when unmanaged code is called. Ensure that use of this attribute does not compromise the security of the application.,,Gendarme,rule-dc56fd6c6aaaf7aef3e91a691e1f8bd8f7311763a2d3286fce16c6c5cf52b5e2,API Abuse,escalated,0.7908921,1,High
767,escalated,high,227,This type or method is decorated with [SuppressUnmanagedCodeSecurity] which reduce the number of security checks done when unmanaged code is called. Ensure that use of this attribute does not compromise the security of the application.,,Gendarme,rule-dc56fd6c6aaaf7aef3e91a691e1f8bd8f7311763a2d3286fce16c6c5cf52b5e2,API Abuse,escalated,0.7908921,1,High
768,escalated,medium,399,A method of an IDisposable type does not throw System.ObjectDisposedException. Throw ObjectDisposedException if the object has been disposed.,,Gendarme,rule-74223147079737f90d205ec176c32332ae9114fde2098ea7c7f8d5992846bb67,Resource Management,escalated,0.8502208,1,Medium
769,escalated,medium,399,A method of an IDisposable type does not throw System.ObjectDisposedException. Throw ObjectDisposedException if the object has been disposed.,,Gendarme,rule-74223147079737f90d205ec176c32332ae9114fde2098ea7c7f8d5992846bb67,Resource Management,escalated,0.8502208,1,Medium
770,escalated,medium,399,A method of an IDisposable type does not throw System.ObjectDisposedException. Throw ObjectDisposedException if the object has been disposed.,,Gendarme,rule-74223147079737f90d205ec176c32332ae9114fde2098ea7c7f8d5992846bb67,Resource Management,escalated,0.8502208,1,Medium
771,escalated,medium,399,,,,rule-74223147079737f90d205ec176c32332ae9114fde2098ea7c7f8d5992846bb67,Resource Management,escalated,0.7760365,1,Medium
772,escalated,medium,399,,,,rule-74223147079737f90d205ec176c32332ae9114fde2098ea7c7f8d5992846bb67,Resource Management,escalated,0.7760365,1,Medium
773,escalated,medium,388,,,,rule-e3f0972459f483bc18a68eed953b03a6c7e7fb7e495bc2047dd97eaba40f966b,Error Handling,escalated,0.6215003,1,Medium
774,escalated,medium,227,,,,rule-dc56fd6c6aaaf7aef3e91a691e1f8bd8f7311763a2d3286fce16c6c5cf52b5e2,API Abuse,escalated,0.6693387,1,Medium
775,escalated,medium,399,This disposable local is not guaranteed to be disposed of before the method returns. Use a 'using' statement or surround the local's usage with a try/finally block. Local of type 'Stream' is not disposed of (at least not locally).,,Gendarme,rule-74223147079737f90d205ec176c32332ae9114fde2098ea7c7f8d5992846bb67,Resource Management,escalated,0.82694477,1,Medium
776,escalated,medium,388,,,,rule-e3f0972459f483bc18a68eed953b03a6c7e7fb7e495bc2047dd97eaba40f966b,Error Handling,escalated,0.6215003,1,Medium
777,escalated,medium,399,A method of an IDisposable type does not throw System.ObjectDisposedException. Throw ObjectDisposedException if the object has been disposed.,,Gendarme,rule-74223147079737f90d205ec176c32332ae9114fde2098ea7c7f8d5992846bb67,Resource Management,escalated,0.8502208,1,Medium
778,escalated,high,695,The type uses System.IntPtr or System.UIntPtr instead of System.Runtime.InteropServices.SafeHandle. Consider changing the code to use SafeHandle.,,Gendarme,GEND-PreferSafeHandleRule,Prefer Safe Handle ,escalated,0.7848164,1,High
779,escalated,medium,399,This disposable local is not guaranteed to be disposed of before the method returns. Use a 'using' statement or surround the local's usage with a try/finally block. Local of type 'Stream' is not disposed of (at least not locally).,,Gendarme,rule-74223147079737f90d205ec176c32332ae9114fde2098ea7c7f8d5992846bb67,Resource Management,escalated,0.82694477,1,Medium
780,escalated,medium,399,,,,rule-74223147079737f90d205ec176c32332ae9114fde2098ea7c7f8d5992846bb67,Resource Management,escalated,0.7760365,1,Medium
781,escalated,medium,399,A method of an IDisposable type does not throw System.ObjectDisposedException. Throw ObjectDisposedException if the object has been disposed.,,Gendarme,rule-74223147079737f90d205ec176c32332ae9114fde2098ea7c7f8d5992846bb67,Resource Management,escalated,0.8502208,1,Medium
782,escalated,medium,557,The use of the event does not seems protected properly against NullReferenceException and/or race conditions. Fix the event use to make sure it won't be null or susceptible to a race condition. Possible race condition since field 'NavigateError' is accessed directly.,,Gendarme,rule-d1b92de2d2079261b3abb4d275473f8ffefb9c723f42c8c56f72d385fb3abc7c,Concurrency,escalated,0.7347397,1,Medium
783,escalated,medium,399,This type contains disposable field(s) which aren't disposed. Ensure that every disposable field(s) is correctly disposed. Since _response is Disposable Dispose() should call _response.Dispose(),,Gendarme,rule-74223147079737f90d205ec176c32332ae9114fde2098ea7c7f8d5992846bb67,Resource Management,escalated,0.82694477,1,Medium
784,escalated,medium,399,This disposable local is not guaranteed to be disposed of before the method returns. Use a 'using' statement or surround the local's usage with a try/finally block. Local of type 'IDisposable' is not disposed of (at least not locally).,,Gendarme,rule-74223147079737f90d205ec176c32332ae9114fde2098ea7c7f8d5992846bb67,Resource Management,escalated,0.82694477,1,Medium
785,escalated,medium,399,A method of an IDisposable type does not throw System.ObjectDisposedException. Throw ObjectDisposedException if the object has been disposed.,,Gendarme,rule-74223147079737f90d205ec176c32332ae9114fde2098ea7c7f8d5992846bb67,Resource Management,escalated,0.8502208,1,Medium
786,false-positive,medium,665,'module' is not defined.,,ESLint,rule-05fd548cb946f6aefd3831fe4f1fd046e1827757e07f877f3a087b0ed98a03bf,Initialization,FALSE,0.12082542,0,Medium
787,false-positive,medium,665,'require' is not defined.,,ESLint,rule-05fd548cb946f6aefd3831fe4f1fd046e1827757e07f877f3a087b0ed98a03bf,Initialization,FALSE,0.08768303,0,Medium
788,false-positive,medium,665,'require' is not defined.,,ESLint,rule-05fd548cb946f6aefd3831fe4f1fd046e1827757e07f877f3a087b0ed98a03bf,Initialization,FALSE,0.08768303,0,Medium
789,false-positive,medium,665,'require' is not defined.,,ESLint,rule-05fd548cb946f6aefd3831fe4f1fd046e1827757e07f877f3a087b0ed98a03bf,Initialization,FALSE,0.08768303,0,Medium
790,false-positive,medium,665,'require' is not defined.,,ESLint,rule-05fd548cb946f6aefd3831fe4f1fd046e1827757e07f877f3a087b0ed98a03bf,Initialization,FALSE,0.08768303,0,Medium
791,false-positive,medium,665,'require' is not defined.,,ESLint,rule-05fd548cb946f6aefd3831fe4f1fd046e1827757e07f877f3a087b0ed98a03bf,Initialization,FALSE,0.08768303,0,Medium
792,escalated,medium,399,A method of an IDisposable type does not throw System.ObjectDisposedException. Throw ObjectDisposedException if the object has been disposed.,,Gendarme,rule-74223147079737f90d205ec176c32332ae9114fde2098ea7c7f8d5992846bb67,Resource Management,escalated,0.8502208,1,Medium
793,escalated,medium,399,A method of an IDisposable type does not throw System.ObjectDisposedException. Throw ObjectDisposedException if the object has been disposed.,,Gendarme,rule-74223147079737f90d205ec176c32332ae9114fde2098ea7c7f8d5992846bb67,Resource Management,escalated,0.8502208,1,Medium
794,escalated,medium,399,A method of an IDisposable type does not throw System.ObjectDisposedException. Throw ObjectDisposedException if the object has been disposed.,,Gendarme,rule-74223147079737f90d205ec176c32332ae9114fde2098ea7c7f8d5992846bb67,Resource Management,escalated,0.8502208,1,Medium
795,escalated,medium,399,,,,rule-74223147079737f90d205ec176c32332ae9114fde2098ea7c7f8d5992846bb67,Resource Management,escalated,0.7760365,1,Medium
796,escalated,medium,399,A method of an IDisposable type does not throw System.ObjectDisposedException. Throw ObjectDisposedException if the object has been disposed.,,Gendarme,rule-74223147079737f90d205ec176c32332ae9114fde2098ea7c7f8d5992846bb67,Resource Management,escalated,0.8502208,1,Medium
797,false-positive,medium,665,'require' is not defined.,,ESLint,rule-05fd548cb946f6aefd3831fe4f1fd046e1827757e07f877f3a087b0ed98a03bf,Initialization,FALSE,0.08768303,0,Medium
798,escalated,high,697,,,,rule-c271f2bb931810eef633f7c736d1dd934fbd6ed5f62ac8d8ea39ade811190622,Comparison,escalated,0.6807759,1,High
799,escalated,high,79,HTML passed in to function 'options.usage',xss,ESLint,rule-396ebe8bb0c3dc5d4eb2b5368a97688fdb0f2587416453645c3d06db2b216479,Cross-site Scripting (XSS),escalated,0.7212969,1,High
800,false-positive,medium,665,'module' is not defined.,,ESLint,rule-05fd548cb946f6aefd3831fe4f1fd046e1827757e07f877f3a087b0ed98a03bf,Initialization,FALSE,0.12082542,0,Medium
801,false-positive,medium,665,'require' is not defined.,,ESLint,rule-05fd548cb946f6aefd3831fe4f1fd046e1827757e07f877f3a087b0ed98a03bf,Initialization,FALSE,0.08768303,0,Medium
802,false-positive,high,77,Generic Object Injection Sink,security,ESLint,rule-5e8e5af630e323f31857c1cc395ce98e2bf222272a7adf06b13a4ba4154b1893,Command Injection,escalated,0.72799146,1,High
803,false-positive,medium,665,'require' is not defined.,,ESLint,rule-05fd548cb946f6aefd3831fe4f1fd046e1827757e07f877f3a087b0ed98a03bf,Initialization,FALSE,0.08768303,0,Medium
804,false-positive,medium,665,'require' is not defined.,,ESLint,rule-05fd548cb946f6aefd3831fe4f1fd046e1827757e07f877f3a087b0ed98a03bf,Initialization,FALSE,0.08768303,0,Medium
805,false-positive,medium,665,'require' is not defined.,,ESLint,rule-05fd548cb946f6aefd3831fe4f1fd046e1827757e07f877f3a087b0ed98a03bf,Initialization,FALSE,0.08768303,0,Medium
806,false-positive,medium,665,'require' is not defined.,,ESLint,rule-05fd548cb946f6aefd3831fe4f1fd046e1827757e07f877f3a087b0ed98a03bf,Initialization,FALSE,0.08768303,0,Medium
807,false-positive,medium,665,'require' is not defined.,,ESLint,rule-05fd548cb946f6aefd3831fe4f1fd046e1827757e07f877f3a087b0ed98a03bf,Initialization,FALSE,0.08768303,0,Medium
808,false-positive,medium,665,'require' is not defined.,,ESLint,rule-05fd548cb946f6aefd3831fe4f1fd046e1827757e07f877f3a087b0ed98a03bf,Initialization,FALSE,0.08768303,0,Medium
809,escalated,medium,755,,,,GEND-CheckNewExceptionWithoutThrowingRule,Check New Exception Without Throwing ,escalated,0.6211207,1,Medium
810,escalated,medium,399,A method of an IDisposable type does not throw System.ObjectDisposedException. Throw ObjectDisposedException if the object has been disposed.,,Gendarme,rule-74223147079737f90d205ec176c32332ae9114fde2098ea7c7f8d5992846bb67,Resource Management,escalated,0.8502208,1,Medium
811,escalated,medium,399,This disposable local is not guaranteed to be disposed of before the method returns. Use a 'using' statement or surround the local's usage with a try/finally block. Local of type 'ImageAnimationController' is not guaranteed to be disposed of.,,Gendarme,rule-74223147079737f90d205ec176c32332ae9114fde2098ea7c7f8d5992846bb67,Resource Management,escalated,0.82694477,1,Medium
812,escalated,high,693,"Marshaling information for string types is missing and what is required may be different from what you expected the default to be. Add [DllImport CharSet=] to the method or [MarshalAs] on the parameter(s) Parameter 'pszPath', of type 'String', does not have [MarshalAs] attribute, yet no [DllImport CharSet=] is set for the method 'SHGetFileInfo'.",,Gendarme,GEND-MarshalStringsInPInvokeDeclarationsRule,Marshal Strings In PInvoke Declarations ,escalated,0.7732991,1,High
813,escalated,medium,399,A method of an IDisposable type does not throw System.ObjectDisposedException. Throw ObjectDisposedException if the object has been disposed.,,Gendarme,rule-74223147079737f90d205ec176c32332ae9114fde2098ea7c7f8d5992846bb67,Resource Management,escalated,0.8502208,1,Medium
814,escalated,medium,465,,,,rule-0dd0e028a5ce327b29cd3ffa9ef62c97353c7155364a9a4b89933187ee675fef,Invalid Pointer,escalated,0.6804408,1,Medium
815,escalated,medium,399,A method of an IDisposable type does not throw System.ObjectDisposedException. Throw ObjectDisposedException if the object has been disposed.,,Gendarme,rule-74223147079737f90d205ec176c32332ae9114fde2098ea7c7f8d5992846bb67,Resource Management,escalated,0.8502208,1,Medium
816,escalated,medium,399,This disposable local is not guaranteed to be disposed of before the method returns. Use a 'using' statement or surround the local's usage with a try/finally block. Local of type 'SHA1Managed' is not disposed of (at least not locally).,,Gendarme,rule-74223147079737f90d205ec176c32332ae9114fde2098ea7c7f8d5992846bb67,Resource Management,escalated,0.82694477,1,Medium
817,escalated,medium,399,,,,rule-74223147079737f90d205ec176c32332ae9114fde2098ea7c7f8d5992846bb67,Resource Management,escalated,0.7760365,1,Medium
818,false-positive,medium,665,'module' is not defined.,,ESLint,rule-05fd548cb946f6aefd3831fe4f1fd046e1827757e07f877f3a087b0ed98a03bf,Initialization,FALSE,0.12082542,0,Medium
819,false-positive,high,77,Generic Object Injection Sink,security,ESLint,rule-5e8e5af630e323f31857c1cc395ce98e2bf222272a7adf06b13a4ba4154b1893,Command Injection,escalated,0.72799146,1,High
820,false-positive,medium,665,'require' is not defined.,,ESLint,rule-05fd548cb946f6aefd3831fe4f1fd046e1827757e07f877f3a087b0ed98a03bf,Initialization,FALSE,0.08768303,0,Medium
821,escalated,high,695,The type uses System.IntPtr or System.UIntPtr instead of System.Runtime.InteropServices.SafeHandle. Consider changing the code to use SafeHandle.,,Gendarme,GEND-PreferSafeHandleRule,Prefer Safe Handle ,escalated,0.7848164,1,High
822,escalated,medium,465,A visible method does not check its parameter(s) for null values. Since the caller is unknown you should always verify all of your parameters to protect yourself.,,Gendarme,rule-0dd0e028a5ce327b29cd3ffa9ef62c97353c7155364a9a4b89933187ee675fef,Invalid Pointer,escalated,0.74093264,1,Medium
823,escalated,medium,399,This disposable local is not guaranteed to be disposed of before the method returns. Use a 'using' statement or surround the local's usage with a try/finally block. Local of type 'BinaryReader' is not disposed of (at least not locally).,,Gendarme,rule-74223147079737f90d205ec176c32332ae9114fde2098ea7c7f8d5992846bb67,Resource Management,escalated,0.82552874,1,Medium
824,escalated,medium,227,"The required constructor for ISerializable is not present in this type. Add a (private for sealed, protected otherwise) serialization constructor for this type. The required constructor for ISerializable is not present in this type.",,Gendarme,rule-dc56fd6c6aaaf7aef3e91a691e1f8bd8f7311763a2d3286fce16c6c5cf52b5e2,API Abuse,escalated,0.7736183,1,Medium
825,escalated,medium,399,A method of an IDisposable type does not throw System.ObjectDisposedException. Throw ObjectDisposedException if the object has been disposed.,,Gendarme,rule-74223147079737f90d205ec176c32332ae9114fde2098ea7c7f8d5992846bb67,Resource Management,escalated,0.8502208,1,Medium
826,escalated,medium,388,"Every delegate passed to native code must include an exception block which spans the entire method and has a catch all block. Surround the entire method body with a try/catch block. An exception occurred while verifying this method. This failure can probably be ignored, it's most likely due to an uncommon code sequence in the method the rule didn't understand. Index was out of range. Must be non-negative and less than the size of the collection.
Parameter name: index",,Gendarme,rule-e3f0972459f483bc18a68eed953b03a6c7e7fb7e495bc2047dd97eaba40f966b,Error Handling,escalated,0.73019814,1,Medium
827,escalated,medium,399,A method of an IDisposable type does not throw System.ObjectDisposedException. Throw ObjectDisposedException if the object has been disposed.,,Gendarme,rule-74223147079737f90d205ec176c32332ae9114fde2098ea7c7f8d5992846bb67,Resource Management,escalated,0.8502208,1,Medium
828,escalated,medium,399,This disposable local is not guaranteed to be disposed of before the method returns. Use a 'using' statement or surround the local's usage with a try/finally block. Local of type 'IDisposable' is not disposed of (at least not locally).,,Gendarme,rule-74223147079737f90d205ec176c32332ae9114fde2098ea7c7f8d5992846bb67,Resource Management,escalated,0.82694477,1,Medium
829,escalated,medium,399,A method of an IDisposable type does not throw System.ObjectDisposedException. Throw ObjectDisposedException if the object has been disposed.,,Gendarme,rule-74223147079737f90d205ec176c32332ae9114fde2098ea7c7f8d5992846bb67,Resource Management,escalated,0.8502208,1,Medium
830,false-positive,medium,665,'require' is not defined.,,ESLint,rule-05fd548cb946f6aefd3831fe4f1fd046e1827757e07f877f3a087b0ed98a03bf,Initialization,FALSE,0.08768303,0,Medium
831,false-positive,medium,665,'require' is not defined.,,ESLint,rule-05fd548cb946f6aefd3831fe4f1fd046e1827757e07f877f3a087b0ed98a03bf,Initialization,FALSE,0.08768303,0,Medium
832,escalated,high,79,HTML passed in to function 'options.usage',xss,ESLint,rule-396ebe8bb0c3dc5d4eb2b5368a97688fdb0f2587416453645c3d06db2b216479,Cross-site Scripting (XSS),escalated,0.72129697,1,High
833,false-positive,medium,665,'require' is not defined.,,ESLint,rule-05fd548cb946f6aefd3831fe4f1fd046e1827757e07f877f3a087b0ed98a03bf,Initialization,FALSE,0.08768303,0,Medium
834,false-positive,medium,665,'require' is not defined.,,ESLint,rule-05fd548cb946f6aefd3831fe4f1fd046e1827757e07f877f3a087b0ed98a03bf,Initialization,FALSE,0.08768303,0,Medium
835,false-positive,medium,665,'module' is not defined.,,ESLint,rule-05fd548cb946f6aefd3831fe4f1fd046e1827757e07f877f3a087b0ed98a03bf,Initialization,FALSE,0.12082542,0,Medium
836,false-positive,medium,665,'require' is not defined.,,ESLint,rule-05fd548cb946f6aefd3831fe4f1fd046e1827757e07f877f3a087b0ed98a03bf,Initialization,FALSE,0.08768303,0,Medium
837,false-positive,medium,665,'require' is not defined.,,ESLint,rule-05fd548cb946f6aefd3831fe4f1fd046e1827757e07f877f3a087b0ed98a03bf,Initialization,FALSE,0.08768303,0,Medium
838,escalated,medium,399,A method of an IDisposable type does not throw System.ObjectDisposedException. Throw ObjectDisposedException if the object has been disposed.,,Gendarme,rule-74223147079737f90d205ec176c32332ae9114fde2098ea7c7f8d5992846bb67,Resource Management,escalated,0.8502208,1,Medium
839,false-positive,medium,665,'require' is not defined.,,ESLint,rule-05fd548cb946f6aefd3831fe4f1fd046e1827757e07f877f3a087b0ed98a03bf,Initialization,FALSE,0.08768303,0,Medium
840,false-positive,medium,665,'require' is not defined.,,ESLint,rule-05fd548cb946f6aefd3831fe4f1fd046e1827757e07f877f3a087b0ed98a03bf,Initialization,FALSE,0.08768303,0,Medium
841,false-positive,medium,665,'require' is not defined.,,ESLint,rule-05fd548cb946f6aefd3831fe4f1fd046e1827757e07f877f3a087b0ed98a03bf,Initialization,FALSE,0.08768303,0,Medium
842,false-positive,medium,665,'require' is not defined.,,ESLint,rule-05fd548cb946f6aefd3831fe4f1fd046e1827757e07f877f3a087b0ed98a03bf,Initialization,FALSE,0.08768303,0,Medium
843,false-positive,medium,665,'require' is not defined.,,ESLint,rule-05fd548cb946f6aefd3831fe4f1fd046e1827757e07f877f3a087b0ed98a03bf,Initialization,FALSE,0.08768303,0,Medium
844,escalated,high,22,Found fs.readFileSync with non literal argument at index 0,security,ESLint,rule-48889f368c09a1c977445b9e5aed72f03394e07276cc7d178420e094592c07ce,Path Traversal,escalated,0.7898773,1,High
845,escalated,high,22,Found fs.existsSync with non literal argument at index 0,security,ESLint,rule-48889f368c09a1c977445b9e5aed72f03394e07276cc7d178420e094592c07ce,Path Traversal,escalated,0.7798098,1,High
846,false-positive,medium,665,'process' is not defined.,,ESLint,rule-05fd548cb946f6aefd3831fe4f1fd046e1827757e07f877f3a087b0ed98a03bf,Initialization,FALSE,0.109173715,0,Medium
847,false-positive,medium,665,'module' is not defined.,,ESLint,rule-05fd548cb946f6aefd3831fe4f1fd046e1827757e07f877f3a087b0ed98a03bf,Initialization,FALSE,0.12082542,0,Medium
848,false-positive,medium,665,'process' is not defined.,,ESLint,rule-05fd548cb946f6aefd3831fe4f1fd046e1827757e07f877f3a087b0ed98a03bf,Initialization,FALSE,0.109173715,0,Medium
849,false-positive,medium,665,'process' is not defined.,,ESLint,rule-05fd548cb946f6aefd3831fe4f1fd046e1827757e07f877f3a087b0ed98a03bf,Initialization,FALSE,0.109173715,0,Medium
850,false-positive,medium,665,'process' is not defined.,,ESLint,rule-05fd548cb946f6aefd3831fe4f1fd046e1827757e07f877f3a087b0ed98a03bf,Initialization,FALSE,0.109173715,0,Medium
851,false-positive,medium,665,'process' is not defined.,,ESLint,rule-05fd548cb946f6aefd3831fe4f1fd046e1827757e07f877f3a087b0ed98a03bf,Initialization,FALSE,0.109173715,0,Medium
852,escalated,high,22,Found fs.openSync with non literal argument at index 0,security,ESLint,rule-48889f368c09a1c977445b9e5aed72f03394e07276cc7d178420e094592c07ce,Path Traversal,escalated,0.8107625,1,High
853,false-positive,medium,665,'process' is not defined.,,ESLint,rule-05fd548cb946f6aefd3831fe4f1fd046e1827757e07f877f3a087b0ed98a03bf,Initialization,FALSE,0.109173715,0,Medium
854,false-positive,medium,665,'process' is not defined.,,ESLint,rule-05fd548cb946f6aefd3831fe4f1fd046e1827757e07f877f3a087b0ed98a03bf,Initialization,FALSE,0.109173715,0,Medium
855,escalated,medium,399,A method of an IDisposable type does not throw System.ObjectDisposedException. Throw ObjectDisposedException if the object has been disposed.,,Gendarme,rule-74223147079737f90d205ec176c32332ae9114fde2098ea7c7f8d5992846bb67,Resource Management,escalated,0.8502208,1,Medium
856,escalated,high,695,,,,GEND-PreferSafeHandleRule,Prefer Safe Handle ,escalated,0.7258505,1,High
857,escalated,medium,399,A method of an IDisposable type does not throw System.ObjectDisposedException. Throw ObjectDisposedException if the object has been disposed.,,Gendarme,rule-74223147079737f90d205ec176c32332ae9114fde2098ea7c7f8d5992846bb67,Resource Management,escalated,0.8502208,1,Medium
858,escalated,medium,399,This disposable local is not guaranteed to be disposed of before the method returns. Use a 'using' statement or surround the local's usage with a try/finally block. Local of type 'BinaryReader' is not guaranteed to be disposed of.,,Gendarme,rule-74223147079737f90d205ec176c32332ae9114fde2098ea7c7f8d5992846bb67,Resource Management,escalated,0.82694477,1,Medium
859,false-positive,medium,665,'require' is not defined.,,ESLint,rule-05fd548cb946f6aefd3831fe4f1fd046e1827757e07f877f3a087b0ed98a03bf,Initialization,FALSE,0.08768303,0,Medium
860,false-positive,medium,665,'module' is not defined.,,ESLint,rule-05fd548cb946f6aefd3831fe4f1fd046e1827757e07f877f3a087b0ed98a03bf,Initialization,FALSE,0.12082542,0,Medium
861,escalated,high,697,,,,rule-c271f2bb931810eef633f7c736d1dd934fbd6ed5f62ac8d8ea39ade811190622,Comparison,escalated,0.6807759,1,High
862,false-positive,medium,665,'require' is not defined.,,ESLint,rule-05fd548cb946f6aefd3831fe4f1fd046e1827757e07f877f3a087b0ed98a03bf,Initialization,FALSE,0.08768303,0,Medium
863,false-positive,medium,665,'require' is not defined.,,ESLint,rule-05fd548cb946f6aefd3831fe4f1fd046e1827757e07f877f3a087b0ed98a03bf,Initialization,FALSE,0.08768303,0,Medium
864,escalated,high,79,HTML passed in to function 'options.usage',xss,ESLint,rule-396ebe8bb0c3dc5d4eb2b5368a97688fdb0f2587416453645c3d06db2b216479,Cross-site Scripting (XSS),escalated,0.72129697,1,High
865,false-positive,medium,665,'require' is not defined.,,ESLint,rule-05fd548cb946f6aefd3831fe4f1fd046e1827757e07f877f3a087b0ed98a03bf,Initialization,FALSE,0.08768303,0,Medium
866,escalated,high,697,,,,rule-c271f2bb931810eef633f7c736d1dd934fbd6ed5f62ac8d8ea39ade811190622,Comparison,escalated,0.6807759,1,High
867,false-positive,medium,665,'process' is not defined.,,ESLint,rule-05fd548cb946f6aefd3831fe4f1fd046e1827757e07f877f3a087b0ed98a03bf,Initialization,FALSE,0.109173715,0,Medium
868,false-positive,medium,665,'require' is not defined.,,ESLint,rule-05fd548cb946f6aefd3831fe4f1fd046e1827757e07f877f3a087b0ed98a03bf,Initialization,FALSE,0.08768303,0,Medium
869,false-positive,medium,665,'module' is not defined.,,ESLint,rule-05fd548cb946f6aefd3831fe4f1fd046e1827757e07f877f3a087b0ed98a03bf,Initialization,FALSE,0.12082542,0,Medium
870,false-positive,medium,665,'require' is not defined.,,ESLint,rule-05fd548cb946f6aefd3831fe4f1fd046e1827757e07f877f3a087b0ed98a03bf,Initialization,FALSE,0.08768303,0,Medium
871,false-positive,medium,665,'require' is not defined.,,ESLint,rule-05fd548cb946f6aefd3831fe4f1fd046e1827757e07f877f3a087b0ed98a03bf,Initialization,FALSE,0.08768303,0,Medium
872,false-positive,medium,665,'require' is not defined.,,ESLint,rule-05fd548cb946f6aefd3831fe4f1fd046e1827757e07f877f3a087b0ed98a03bf,Initialization,FALSE,0.08768303,0,Medium
873,false-positive,medium,665,'require' is not defined.,,ESLint,rule-05fd548cb946f6aefd3831fe4f1fd046e1827757e07f877f3a087b0ed98a03bf,Initialization,FALSE,0.08768303,0,Medium
874,false-positive,medium,665,'require' is not defined.,,ESLint,rule-05fd548cb946f6aefd3831fe4f1fd046e1827757e07f877f3a087b0ed98a03bf,Initialization,FALSE,0.08768303,0,Medium
875,false-positive,medium,665,'process' is not defined.,,ESLint,rule-05fd548cb946f6aefd3831fe4f1fd046e1827757e07f877f3a087b0ed98a03bf,Initialization,FALSE,0.109173715,0,Medium
876,escalated,medium,399,A method of an IDisposable type does not throw System.ObjectDisposedException. Throw ObjectDisposedException if the object has been disposed.,,Gendarme,rule-74223147079737f90d205ec176c32332ae9114fde2098ea7c7f8d5992846bb67,Resource Management,escalated,0.8502208,1,Medium
877,escalated,medium,399,A method of an IDisposable type does not throw System.ObjectDisposedException. Throw ObjectDisposedException if the object has been disposed.,,Gendarme,rule-74223147079737f90d205ec176c32332ae9114fde2098ea7c7f8d5992846bb67,Resource Management,escalated,0.8502208,1,Medium
878,escalated,medium,399,,,,rule-74223147079737f90d205ec176c32332ae9114fde2098ea7c7f8d5992846bb67,Resource Management,escalated,0.7760365,1,Medium
879,escalated,medium,399,,,,rule-74223147079737f90d205ec176c32332ae9114fde2098ea7c7f8d5992846bb67,Resource Management,escalated,0.7760365,1,Medium
880,escalated,medium,399,,,,rule-74223147079737f90d205ec176c32332ae9114fde2098ea7c7f8d5992846bb67,Resource Management,escalated,0.7760365,1,Medium
881,escalated,high,695,The type uses System.IntPtr or System.UIntPtr instead of System.Runtime.InteropServices.SafeHandle. Consider changing the code to use SafeHandle.,,Gendarme,GEND-PreferSafeHandleRule,Prefer Safe Handle ,escalated,0.7848164,1,High
882,escalated,medium,399,A method of an IDisposable type does not throw System.ObjectDisposedException. Throw ObjectDisposedException if the object has been disposed.,,Gendarme,rule-74223147079737f90d205ec176c32332ae9114fde2098ea7c7f8d5992846bb67,Resource Management,escalated,0.8502208,1,Medium
883,escalated,medium,399,A method of an IDisposable type does not throw System.ObjectDisposedException. Throw ObjectDisposedException if the object has been disposed.,,Gendarme,rule-74223147079737f90d205ec176c32332ae9114fde2098ea7c7f8d5992846bb67,Resource Management,escalated,0.8502208,1,Medium
884,escalated,medium,399,,,,rule-74223147079737f90d205ec176c32332ae9114fde2098ea7c7f8d5992846bb67,Resource Management,escalated,0.7760365,1,Medium
885,escalated,medium,399,A method of an IDisposable type does not throw System.ObjectDisposedException. Throw ObjectDisposedException if the object has been disposed.,,Gendarme,rule-74223147079737f90d205ec176c32332ae9114fde2098ea7c7f8d5992846bb67,Resource Management,escalated,0.8502208,1,Medium
886,escalated,medium,227,,,,rule-dc56fd6c6aaaf7aef3e91a691e1f8bd8f7311763a2d3286fce16c6c5cf52b5e2,API Abuse,escalated,0.6693387,1,Medium
887,escalated,medium,399,A method of an IDisposable type does not throw System.ObjectDisposedException. Throw ObjectDisposedException if the object has been disposed.,,Gendarme,rule-74223147079737f90d205ec176c32332ae9114fde2098ea7c7f8d5992846bb67,Resource Management,escalated,0.8502208,1,Medium
888,escalated,medium,399,,,,rule-74223147079737f90d205ec176c32332ae9114fde2098ea7c7f8d5992846bb67,Resource Management,escalated,0.7760365,1,Medium
889,escalated,medium,399,A method of an IDisposable type does not throw System.ObjectDisposedException. Throw ObjectDisposedException if the object has been disposed.,,Gendarme,rule-74223147079737f90d205ec176c32332ae9114fde2098ea7c7f8d5992846bb67,Resource Management,escalated,0.8502208,1,Medium
890,escalated,high,693,"Marshaling information for string types is missing and what is required may be different from what you expected the default to be. Add [DllImport CharSet=] to the method or [MarshalAs] on the parameter(s) Parameter 'pSubBlock', of type 'String', does not have [MarshalAs] attribute, yet no [DllImport CharSet=] is set for the method 'VerQueryValue'.",,Gendarme,GEND-MarshalStringsInPInvokeDeclarationsRule,Marshal Strings In PInvoke Declarations ,escalated,0.7732991,1,High
891,false-positive,medium,665,'module' is not defined.,,ESLint,rule-05fd548cb946f6aefd3831fe4f1fd046e1827757e07f877f3a087b0ed98a03bf,Initialization,FALSE,0.12082542,0,Medium
